path,subject,feature,standardized_beta,n_events
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,theta_at_touch_deg,-0.25036127385554,306
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,signed_log_curvature,0.010798030451042257,306
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,log_abs_curvature,-0.19086894721719133,306
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,log_touch_duration,0.16913623069883404,306
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,log_amplitude,-0.016281007745145716,205
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,signed_log_pretouch_velocity,0.07972976331828416,205
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,signed_log_pretouch_acceleration,0.07149665596144392,205
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,distance_to_pole_at_touch,0.187368569449062,205
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,theta_at_touch_deg,0.904878441613182,205
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,signed_log_curvature,-0.018464010195279615,205
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,log_abs_curvature,-0.04769042360275616,205
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,log_touch_duration,-0.0628556485042445,205
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,log_amplitude,-0.03402051472452246,291
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,signed_log_pretouch_velocity,-0.12904942463053587,291
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,signed_log_pretouch_acceleration,0.0008373958379008867,291
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,distance_to_pole_at_touch,0.026000978832090016,291
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,theta_at_touch_deg,-0.3198118627125033,291
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,signed_log_curvature,0.08273633377392063,291
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,log_abs_curvature,0.09365737558513987,291
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,log_touch_duration,-0.13731749080110509,291
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,log_amplitude,0.15835624605386678,136
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,signed_log_pretouch_velocity,-0.06538764481922586,136
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,signed_log_pretouch_acceleration,0.18922194000446588,136
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,distance_to_pole_at_touch,0.02349198017885898,136
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,theta_at_touch_deg,-0.1367163987623025,136
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,signed_log_curvature,-0.22511020446363203,136
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,log_abs_curvature,0.20118993953661954,136
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,log_touch_duration,0.2094341480251122,136
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,log_amplitude,0.04198615478032896,220
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,signed_log_pretouch_velocity,-0.05776599706971976,220
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,signed_log_pretouch_acceleration,0.02554189529792035,220
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,distance_to_pole_at_touch,0.22515483940797296,220
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,theta_at_touch_deg,0.12368063402148255,220
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,signed_log_curvature,0.021825890544073866,220
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,log_abs_curvature,0.16278586018507474,220
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,log_touch_duration,-0.04766762236008261,220
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,log_amplitude,0.13973872926918823,112
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,signed_log_pretouch_velocity,-0.36639562650239915,112
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,signed_log_pretouch_acceleration,0.05594320138564643,112
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,distance_to_pole_at_touch,-0.038078701614533285,112
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,theta_at_touch_deg,-0.16710841474468358,112
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,signed_log_curvature,-0.04482170834620866,112
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,log_abs_curvature,0.0905433347615514,112
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,log_touch_duration,-0.08811578048680513,112
