path,subject,n_events,n_protraction,n_retraction,base_predictive_score,phase_predictive_score,delta_predictive_score,response_window_ms,minimum_neighbor_ms,endpoint,base_model,phase_basis,regularization_strength,n_selected_events,n_sessions,n_subjects,n_modeled_events,median_delta_predictive_score,mean_delta_predictive_score,n_positive,n_nonzero,p_two_sided,p_sign_two_sided,ci_low,ci_high
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,319.0,228.0,91.0,0.061246809474037045,0.07017075300513209,0.008923943531095047,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,161.0,136.0,25.0,0.011348969016956145,0.005587375597771005,-0.00576159341918514,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,248.0,192.0,56.0,0.04566234737708352,0.04841111303725065,0.0027487656601671295,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb,anm244025,134.0,100.0,34.0,0.15432745544315307,0.2079818922974609,0.05365443685430782,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm244028/sub-anm244028_ses-20141021_obj-15ygrjz_behavior+icephys+ogen.nwb,anm244028,128.0,105.0,23.0,0.16208594957621014,0.17044959331858167,0.00836364374237153,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm244028/sub-anm244028_ses-20141021_obj-1a5sqoc_behavior+icephys+ogen.nwb,anm244028,97.0,55.0,42.0,-0.12074129947534673,-0.13349447770699907,-0.01275317823165234,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm244028/sub-anm244028_ses-20141022_behavior+icephys+ogen.nwb,anm244028,89.0,62.0,27.0,0.04561944145260277,0.05352737796779805,0.00790793651519528,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm266945/sub-anm266945_ses-20141221_behavior+icephys+ogen.nwb,anm266945,243.0,171.0,72.0,-0.04406434004188342,-0.022305712968832436,0.021758627073050985,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm266945/sub-anm266945_ses-20141222_obj-14qffnp_behavior+icephys+ogen.nwb,anm266945,378.0,320.0,58.0,0.3943137047761498,0.39623735910405566,0.001923654327905866,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm266945/sub-anm266945_ses-20141222_obj-1574tgg_behavior+icephys+ogen.nwb,anm266945,111.0,85.0,26.0,0.21141178724562482,0.17670091361725604,-0.03471087362836878,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-jf35892/sub-jf35892_ses-20100219_behavior+icephys.nwb,jf35892,324.0,223.0,101.0,0.24102699875036238,0.29193416983377585,0.05090717108341347,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-jf35892/sub-jf35892_ses-20100308_behavior+icephys.nwb,jf35892,526.0,313.0,213.0,0.12659324061529098,0.13526402681271188,0.008670786197420899,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-jf35892/sub-jf35892_ses-20100310_behavior+icephys.nwb,jf35892,444.0,329.0,115.0,0.13239508391592147,0.1717176224871798,0.039322538571258336,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-jf37166/sub-jf37166_ses-20100304_behavior+icephys.nwb,jf37166,251.0,231.0,20.0,0.1617934455035609,0.1788001915581986,0.0170067460546377,50,50,count,continuous_kinematics,two_harmonics,1.0,12773,35,20,12296,0.008415940023145163,0.016722216893263114,15,20,0.0019855499267578125,0.04138946533203125,0.0021393472664958946,0.025959805888270432
sub-anm106211/sub-anm106211_ses-20100925_behavior+icephys.nwb,anm106211,626.0,404.0,222.0,0.1417650047659298,0.5325476306651875,0.3907826258992577,50,50,any_spike,context,two_harmonics,1.0,12773,35,20,12296,0.010269725995430246,0.03742280290985331,12,20,0.13272666931152344,0.5034446716308594,-0.0023207576899332283,0.05362529821099454
sub-anm106213/sub-anm106213_ses-20101215_obj-1copi4i_behavior+icephys.nwb,anm106213,782.0,663.0,119.0,0.09412359155288541,0.0012939617787389723,-0.09282962977414644,50,50,any_spike,context,two_harmonics,1.0,12773,35,20,12296,0.010269725995430246,0.03742280290985331,12,20,0.13272666931152344,0.5034446716308594,-0.0023207576899332283,0.05362529821099454
sub-anm106213/sub-anm106213_ses-20101215_obj-1ykz3wz_behavior+icephys.nwb,anm106213,362.0,317.0,45.0,0.187692837477351,0.22253216181347146,0.03483932433612047,50,50,any_spike,context,two_harmonics,1.0,12773,35,20,12296,0.010269725995430246,0.03742280290985331,12,20,0.13272666931152344,0.5034446716308594,-0.0023207576899332283,0.05362529821099454
sub-anm131970/sub-anm131970_ses-20110511_behavior+icephys.nwb,anm131970,153.0,87.0,66.0,0.19146808916726965,0.11589050383104793,-0.07557758533622172,50,50,any_spike,context,two_harmonics,1.0,12773,35,20,12296,0.010269725995430246,0.03742280290985331,12,20,0.13272666931152344,0.5034446716308594,-0.0023207576899332283,0.05362529821099454
sub-anm134333/sub-anm134333_ses-20110601_behavior+icephys.nwb,anm134333,307.0,250.0,57.0,-0.14723989079988442,-0.1476358139649916,-0.0003959231651071704,50,50,any_spike,context,two_harmonics,1.0,12773,35,20,12296,0.010269725995430246,0.03742280290985331,12,20,0.13272666931152344,0.5034446716308594,-0.0023207576899332283,0.05362529821099454
