merge_a,merge_b,analysis,response_window_ms,baseline_window_ms,minimum_previous_interval_ms,n_groups,median,n_positive,n_nonzero,p_wilcoxon,p_sign,q_wilcoxon
anm106211,anm234231,baseline_subtracted_rate,50,40.0,0,19,0.1243023096164022,16,19,0.00141143798828125,0.004425048828125,0.015987396240234375
anm106211,anm234231,baseline_subtracted_rate,50,40.0,20,19,0.1188308076939495,14,19,0.005329132080078125,0.063568115234375,0.015987396240234375
anm106211,anm234231,baseline_subtracted_rate,50,40.0,30,19,0.1472467369737671,14,19,0.007144927978515625,0.063568115234375,0.019486167214133522
anm106211,anm234231,baseline_subtracted_rate,50,40.0,50,19,0.03572758811009815,11,19,0.1336212158203125,0.6476058959960938,0.23580214556525736
anm106211,anm234231,baseline_subtracted_rate,50,40.0,100,18,-0.0155266369042942,8,18,0.7018814086914062,0.8145294189453125,0.7798682318793403
anm106211,anm234231,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.625
anm106211,anm234231,baseline_subtracted_rate,50,50.0,0,19,0.1247318855808731,16,19,0.001171112060546875,0.004425048828125,0.015987396240234375
anm106211,anm234231,baseline_subtracted_rate,50,50.0,20,19,0.1142221059854526,14,19,0.003917694091796875,0.063568115234375,0.015987396240234375
anm106211,anm234231,baseline_subtracted_rate,50,50.0,30,19,0.1491383290226794,14,19,0.00457763671875,0.063568115234375,0.015987396240234375
anm106211,anm234231,baseline_subtracted_rate,50,50.0,50,19,0.0779004707109224,12,19,0.025821685791015625,0.359283447265625,0.0484156608581543
anm106211,anm234231,baseline_subtracted_rate,50,50.0,100,18,-0.0231802027624686,8,18,0.8650436401367188,0.8145294189453125,0.9268324715750558
anm106211,anm234231,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.625
anm106211,anm234232,post_only,10,,0,20,0.00923252956546945,11,20,0.7285060882568359,0.8238029479980469,0.8742073059082032
anm106211,anm234232,post_only,10,,20,20,-0.0008697940638600497,10,20,0.7011814117431641,1.0,0.8742073059082032
anm106211,anm234232,post_only,10,,30,19,-0.005903262051202,9,19,0.9217147827148438,1.0,0.9217147827148438
anm106211,anm234232,post_only,10,,50,19,-0.01228320199144805,8,19,0.8595733642578125,0.6476058959960938,0.9209714617047992
anm106211,anm234232,post_only,10,,100,18,-0.0180450292087564,7,18,0.83172607421875,0.480682373046875,0.9209714617047992
anm106211,anm234232,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.5274527413504464
anm106211,anm234232,post_only,20,,0,20,0.024527790157893675,12,20,0.3117942810058594,0.5034446716308594,0.5274527413504464
anm106211,anm234232,post_only,20,,20,20,0.03226943652977356,13,20,0.2305126190185547,0.26317596435546875,0.5274527413504464
anm106211,anm234232,post_only,20,,30,19,0.034243927881024996,11,19,0.22532272338867188,0.6476058959960938,0.5274527413504464
anm106211,anm234232,post_only,20,,50,19,0.038010197878541,13,19,0.11337661743164062,0.1670684814453125,0.5274527413504464
anm106211,anm234232,post_only,20,,100,18,0.02889065762054295,11,18,0.3692169189453125,0.480682373046875,0.5274527413504464
anm106211,anm234232,post_only,20,,250,3,-0.0956687218878489,0,3,0.25,0.25,0.5274527413504464
anm106211,anm234232,post_only,30,,0,19,0.0238048628150489,14,19,0.07987594604492188,0.063568115234375,0.5274527413504464
anm106211,anm234232,post_only,30,,20,19,0.0303197752713522,13,19,0.08742904663085938,0.1670684814453125,0.5274527413504464
anm106211,anm234232,post_only,30,,30,19,0.030446515387166,14,19,0.05457305908203125,0.063568115234375,0.5274527413504464
anm106211,anm234232,post_only,30,,50,19,0.0541836004423411,12,19,0.12318801879882812,0.359283447265625,0.5274527413504464
anm106211,anm234232,post_only,30,,100,19,-0.0183424481425196,9,19,0.8905677795410156,1.0,0.921277013318292
anm106211,anm234232,post_only,30,,250,3,-0.1217673959799138,0,3,0.25,0.25,0.5274527413504464
anm106211,anm234232,post_only,40,,0,19,0.0044194482975804,12,19,0.24125289916992188,0.359283447265625,0.5274527413504464
anm106211,anm234232,post_only,40,,20,19,0.0065654097357755,11,19,0.3524589538574219,0.6476058959960938,0.5274527413504464
anm106211,anm234232,post_only,40,,30,19,0.0146234266598146,13,19,0.24125289916992188,0.1670684814453125,0.5274527413504464
anm106211,anm234232,post_only,40,,50,19,0.0121136245138765,10,19,0.3524589538574219,1.0,0.5274527413504464
anm106211,anm234232,post_only,40,,100,18,-0.041788407674566805,6,18,0.44229888916015625,0.237884521484375,0.6031348488547585
anm106211,anm234232,post_only,40,,250,3,-0.097029412356623,0,3,0.25,0.25,0.5274527413504464
anm106211,anm234232,post_only,50,,0,19,0.0180504917592215,10,19,0.3320655822753906,1.0,0.5274527413504464
anm106211,anm234232,post_only,50,,20,19,0.0127672274651798,10,19,0.2753410339355469,1.0,0.5274527413504464
anm106211,anm234232,post_only,50,,30,19,0.005071476333714402,11,19,0.2934989929199219,0.6476058959960938,0.5274527413504464
anm106211,anm234232,post_only,50,,50,19,-0.0018827122806315,9,19,0.8595733642578125,1.0,0.9209714617047992
anm106211,anm234232,post_only,50,,100,18,-0.03178933160144685,6,18,0.2645263671875,0.237884521484375,0.5274527413504464
anm106211,anm234232,post_only,50,,250,2,-0.1063903969479221,0,2,0.5,0.5,0.6521739130434783
anm106211,anm234232,baseline_subtracted_rate,50,10.0,0,19,0.0861895426940219,12,19,0.014068603515625,0.359283447265625,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,10.0,20,19,0.0624498449528684,13,19,0.020412445068359375,0.1670684814453125,0.04082489013671875
anm106211,anm234232,baseline_subtracted_rate,50,10.0,30,19,0.0715536129810177,14,19,0.020412445068359375,0.063568115234375,0.04082489013671875
anm106211,anm234232,baseline_subtracted_rate,50,10.0,50,19,0.0158847815830023,11,19,0.5412178039550781,0.6476058959960938,0.6765222549438477
anm106211,anm234232,baseline_subtracted_rate,50,10.0,100,18,-0.02178452974123865,7,18,0.468292236328125,0.480682373046875,0.6521739130434783
anm106211,anm234232,baseline_subtracted_rate,50,10.0,250,2,-0.05142430343574234,1,2,1.0,1.0,1.0
anm106211,anm234232,baseline_subtracted_rate,50,20.0,0,19,0.12266281824143194,13,19,0.0061798095703125,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,20.0,20,19,0.1223797095430841,13,19,0.00823211669921875,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,20.0,30,19,0.1163600813233103,13,19,0.014068603515625,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,20.0,50,19,0.029996551894031,12,19,0.21011734008789062,0.359283447265625,0.35019556681315106
anm106211,anm234232,baseline_subtracted_rate,50,20.0,100,18,-0.02191943399520165,8,18,0.6705245971679688,0.8145294189453125,0.7736822275015024
anm106211,anm234232,baseline_subtracted_rate,50,20.0,250,2,-0.0672924713718695,1,2,1.0,1.0,1.0
anm106211,anm234232,baseline_subtracted_rate,50,30.0,0,19,0.1596969895746452,14,19,0.00457763671875,0.063568115234375,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,30.0,20,19,0.1157172944323541,13,19,0.012359619140625,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,30.0,30,19,0.1218635040870457,14,19,0.01082611083984375,0.063568115234375,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,30.0,50,19,0.010733797968194599,11,19,0.312408447265625,0.6476058959960938,0.49327649568256576
anm106211,anm234232,baseline_subtracted_rate,50,30.0,100,18,-0.0209416505104604,8,18,0.6396942138671875,0.8145294189453125,0.767633056640625
anm106211,anm234232,baseline_subtracted_rate,50,30.0,250,2,-0.09375053134909314,0,2,0.5,0.5,0.6521739130434783
anm106211,anm234232,baseline_subtracted_rate,50,40.0,0,19,0.1243023096164022,15,19,0.005329132080078125,0.0192108154296875,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,40.0,20,19,0.1188308076939495,13,19,0.014068603515625,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,40.0,30,19,0.1472467369737671,13,19,0.014068603515625,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,40.0,50,19,0.0167439512417854,10,19,0.21011734008789062,1.0,0.35019556681315106
anm106211,anm234232,baseline_subtracted_rate,50,40.0,100,18,-0.0155266369042942,8,18,0.7018814086914062,0.8145294189453125,0.7798682318793403
anm106211,anm234232,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.6521739130434783
anm106211,anm234232,baseline_subtracted_rate,50,50.0,0,19,0.1247318855808731,15,19,0.003917694091796875,0.0192108154296875,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,50.0,20,19,0.1142221059854526,13,19,0.012359619140625,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,50.0,30,19,0.1491383290226794,13,19,0.01082611083984375,0.1670684814453125,0.03246600811298077
anm106211,anm234232,baseline_subtracted_rate,50,50.0,50,19,0.071154156564849,11,19,0.06628799438476562,0.6476058959960938,0.12428998947143555
anm106211,anm234232,baseline_subtracted_rate,50,50.0,100,18,-0.0231802027624686,8,18,0.8650436401367188,0.8145294189453125,0.9268324715750558
anm106211,anm234232,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.6521739130434783
anm106211,anm244024,post_only,10,,0,20,0.011978243662797351,11,20,0.7011814117431641,0.8238029479980469,0.7635419122103987
anm106211,anm244024,post_only,10,,20,20,0.005824292834571449,10,20,0.6215133666992188,1.0,0.7470748901367188
anm106211,anm244024,post_only,10,,30,19,0.0084210471071416,10,19,0.7380905151367188,1.0,0.7635419122103987
anm106211,anm244024,post_only,10,,50,19,-0.01228320199144805,9,19,0.6225624084472656,1.0,0.7470748901367188
anm106211,anm244024,post_only,10,,100,18,-0.0180450292087564,7,18,0.9661178588867188,0.480682373046875,0.9661178588867188
anm106211,anm244024,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.45890172322591144
anm106211,anm244024,post_only,20,,0,20,0.04537778790958793,12,20,0.2305126190185547,0.5034446716308594,0.45890172322591144
anm106211,anm244024,post_only,20,,20,20,0.037401021865902155,13,20,0.15364646911621094,0.26317596435546875,0.45890172322591144
anm106211,anm244024,post_only,20,,30,19,0.05859437746290575,11,19,0.168792724609375,0.6476058959960938,0.45890172322591144
anm106211,anm244024,post_only,20,,50,19,0.038010197878541,13,19,0.07283401489257812,0.1670684814453125,0.45890172322591144
anm106211,anm244024,post_only,20,,100,18,0.02889065762054295,11,18,0.2645263671875,0.480682373046875,0.45890172322591144
anm106211,anm244024,post_only,20,,250,3,-0.0956687218878489,0,3,0.25,0.25,0.45890172322591144
anm106211,anm244024,post_only,30,,0,19,0.0181454911056687,13,19,0.104156494140625,0.1670684814453125,0.45890172322591144
anm106211,anm244024,post_only,30,,20,19,0.0227200038264432,12,19,0.104156494140625,0.359283447265625,0.45890172322591144
anm106211,anm244024,post_only,30,,30,19,0.0256273746886862,13,19,0.07283401489257812,0.1670684814453125,0.45890172322591144
anm106211,anm244024,post_only,30,,50,19,0.0541836004423411,12,19,0.07283401489257812,0.359283447265625,0.45890172322591144
anm106211,anm244024,post_only,30,,100,19,-0.0183424481425196,9,19,0.7380905151367188,1.0,0.7635419122103987
anm106211,anm244024,post_only,30,,250,3,-0.1217673959799138,0,3,0.25,0.25,0.45890172322591144
anm106211,anm244024,post_only,40,,0,19,0.0044194482975804,12,19,0.24125289916992188,0.359283447265625,0.45890172322591144
anm106211,anm244024,post_only,40,,20,19,0.0065654097357755,11,19,0.37359619140625,0.6476058959960938,0.5337088448660714
anm106211,anm244024,post_only,40,,30,19,0.0146234266598146,13,19,0.24125289916992188,0.1670684814453125,0.45890172322591144
anm106211,anm244024,post_only,40,,50,19,0.0121136245138765,10,19,0.2753410339355469,1.0,0.45890172322591144
anm106211,anm244024,post_only,40,,100,18,-0.041788407674566805,6,18,0.5798416137695312,0.237884521484375,0.7470748901367188
anm106211,anm244024,post_only,40,,250,3,-0.097029412356623,0,3,0.25,0.25,0.45890172322591144
anm106211,anm244024,post_only,50,,0,19,0.0180504917592215,10,19,0.312408447265625,1.0,0.49327649568256576
anm106211,anm244024,post_only,50,,20,19,0.0127672274651798,10,19,0.24125289916992188,1.0,0.45890172322591144
anm106211,anm244024,post_only,50,,30,19,0.005071476333714402,11,19,0.2753410339355469,0.6476058959960938,0.45890172322591144
anm106211,anm244024,post_only,50,,50,19,-0.0018827122806315,9,19,0.70855712890625,1.0,0.7635419122103987
anm106211,anm244024,post_only,50,,100,18,-0.03178933160144685,6,18,0.34654998779296875,0.237884521484375,0.5198249816894531
anm106211,anm244024,post_only,50,,250,2,-0.1063903969479221,0,2,0.5,0.5,0.6818181818181818
anm106211,anm244024,baseline_subtracted_rate,50,10.0,0,19,0.0861895426940219,13,19,0.00945281982421875,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,10.0,20,19,0.059443647829569644,14,19,0.015972137451171875,0.063568115234375,0.03194427490234375
anm106211,anm244024,baseline_subtracted_rate,50,10.0,30,19,0.0618128222636151,15,19,0.014068603515625,0.0192108154296875,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,10.0,50,19,0.0158847815830023,11,19,0.4180412292480469,0.6476058959960938,0.625
anm106211,anm244024,baseline_subtracted_rate,50,10.0,100,18,-0.02178452974123865,7,18,0.468292236328125,0.480682373046875,0.625
anm106211,anm244024,baseline_subtracted_rate,50,10.0,250,2,-0.05142430343574234,1,2,1.0,1.0,1.0
anm106211,anm244024,baseline_subtracted_rate,50,20.0,0,19,0.1090429246720323,13,19,0.00823211669921875,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,20.0,20,19,0.1101606091879167,13,19,0.00945281982421875,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,20.0,30,19,0.10261689626286045,13,19,0.014068603515625,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,20.0,50,19,0.0158847815830023,13,19,0.104156494140625,0.1670684814453125,0.1838055778952206
anm106211,anm244024,baseline_subtracted_rate,50,20.0,100,18,-0.02191943399520165,8,18,0.7660293579101562,0.8145294189453125,0.8838800283578726
anm106211,anm244024,baseline_subtracted_rate,50,20.0,250,2,-0.0672924713718695,1,2,1.0,1.0,1.0
anm106211,anm244024,baseline_subtracted_rate,50,30.0,0,19,0.1596969895746452,14,19,0.00457763671875,0.063568115234375,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,30.0,20,19,0.1157172944323541,13,19,0.012359619140625,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,30.0,30,19,0.1575822234025173,14,19,0.00945281982421875,0.063568115234375,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,30.0,50,19,0.0158847815830023,12,19,0.21011734008789062,0.359283447265625,0.33176422119140625
anm106211,anm244024,baseline_subtracted_rate,50,30.0,100,18,-0.0209416505104604,8,18,0.7660293579101562,0.8145294189453125,0.8838800283578726
anm106211,anm244024,baseline_subtracted_rate,50,30.0,250,2,-0.09375053134909314,0,2,0.5,0.5,0.625
anm106211,anm244024,baseline_subtracted_rate,50,40.0,0,19,0.1243023096164022,15,19,0.005329132080078125,0.0192108154296875,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,40.0,20,19,0.1188308076939495,13,19,0.014068603515625,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,40.0,30,19,0.1472467369737671,13,19,0.014068603515625,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,40.0,50,19,0.03572758811009815,11,19,0.14468765258789062,0.6476058959960938,0.24114608764648438
anm106211,anm244024,baseline_subtracted_rate,50,40.0,100,18,-0.0155266369042942,8,18,0.83172607421875,0.8145294189453125,0.9241400824652778
anm106211,anm244024,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.625
anm106211,anm244024,baseline_subtracted_rate,50,50.0,0,19,0.1247318855808731,15,19,0.003917694091796875,0.0192108154296875,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,50.0,20,19,0.1142221059854526,13,19,0.012359619140625,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,50.0,30,19,0.1491383290226794,13,19,0.01082611083984375,0.1670684814453125,0.030147007533482144
anm106211,anm244024,baseline_subtracted_rate,50,50.0,50,19,0.0779004707109224,12,19,0.03234100341796875,0.359283447265625,0.060639381408691406
anm106211,anm244024,baseline_subtracted_rate,50,50.0,100,18,-0.0231802027624686,8,18,0.9661178588867188,0.8145294189453125,1.0
anm106211,anm244024,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.625
anm106211,anm244025,post_only,10,,0,20,0.00923252956546945,11,20,0.7011814117431641,0.8238029479980469,0.81756591796875
anm106211,anm244025,post_only,10,,20,20,0.014043597906656399,11,20,0.6215133666992188,0.8238029479980469,0.7768917083740234
anm106211,anm244025,post_only,10,,30,19,0.0084210471071416,10,19,0.8287849426269531,1.0,0.887983867100307
anm106211,anm244025,post_only,10,,50,19,-0.01565845816163545,9,19,0.70855712890625,1.0,0.81756591796875
anm106211,anm244025,post_only,10,,100,18,-0.03216376865984925,6,18,0.932281494140625,0.237884521484375,0.9644291318696121
anm106211,anm244025,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.5162644386291504
anm106211,anm244025,post_only,20,,0,20,0.0123504181298809,11,20,0.3117942810058594,0.8238029479980469,0.5196571350097656
anm106211,anm244025,post_only,20,,20,20,0.020247303535636453,12,20,0.2305126190185547,0.5034446716308594,0.5162644386291504
anm106211,anm244025,post_only,20,,30,19,0.0059361363585492,11,19,0.1956329345703125,0.6476058959960938,0.5162644386291504
anm106211,anm244025,post_only,20,,50,19,0.0300148131171612,12,19,0.156402587890625,0.359283447265625,0.5162644386291504
anm106211,anm244025,post_only,20,,100,18,0.0047590908306196,10,18,0.44229888916015625,0.8145294189453125,0.6318555559430804
anm106211,anm244025,post_only,20,,250,3,-0.0956687218878489,0,3,0.25,0.25,0.5162644386291504
anm106211,anm244025,post_only,30,,0,19,0.0181454911056687,13,19,0.09551239013671875,0.1670684814453125,0.5162644386291504
anm106211,anm244025,post_only,30,,20,19,0.0227200038264432,12,19,0.104156494140625,0.359283447265625,0.5162644386291504
anm106211,anm244025,post_only,30,,30,19,0.0256273746886862,14,19,0.040130615234375,0.063568115234375,0.5162644386291504
anm106211,anm244025,post_only,30,,50,19,0.035452081254332,11,19,0.1336212158203125,0.6476058959960938,0.5162644386291504
anm106211,anm244025,post_only,30,,100,19,-0.020222937436708298,8,19,1.0,0.6476058959960938,1.0
anm106211,anm244025,post_only,30,,250,3,-0.1217673959799138,0,3,0.25,0.25,0.5162644386291504
anm106211,anm244025,post_only,40,,0,19,0.0041242212062642,11,19,0.3524589538574219,0.6476058959960938,0.5565141376696134
anm106211,anm244025,post_only,40,,20,19,0.0065654097357755,11,19,0.3954620361328125,0.6476058959960938,0.5931930541992188
anm106211,anm244025,post_only,40,,30,19,0.0146234266598146,13,19,0.24125289916992188,0.1670684814453125,0.5162644386291504
anm106211,anm244025,post_only,40,,50,19,0.0121136245138765,11,19,0.25792694091796875,0.6476058959960938,0.5162644386291504
anm106211,anm244025,post_only,40,,100,18,-0.041788407674566805,6,18,0.550872802734375,0.237884521484375,0.7185297426970109
anm106211,anm244025,post_only,40,,250,3,-0.097029412356623,0,3,0.25,0.25,0.5162644386291504
anm106211,anm244025,post_only,50,,0,19,0.0180504917592215,10,19,0.2753410339355469,1.0,0.5162644386291504
anm106211,anm244025,post_only,50,,20,19,0.0127672274651798,10,19,0.25792694091796875,1.0,0.5162644386291504
anm106211,anm244025,post_only,50,,30,19,0.005071476333714402,11,19,0.2753410339355469,0.6476058959960938,0.5162644386291504
anm106211,anm244025,post_only,50,,50,19,-0.0018827122806315,9,19,0.7982521057128906,1.0,0.886946784125434
anm106211,anm244025,post_only,50,,100,18,-0.03178933160144685,6,18,0.30379486083984375,0.237884521484375,0.5196571350097656
anm106211,anm244025,post_only,50,,250,2,-0.1063903969479221,0,2,0.5,0.5,0.6818181818181818
anm106211,anm244025,baseline_subtracted_rate,50,10.0,0,19,0.0861895426940219,12,19,0.015972137451171875,0.359283447265625,0.03422600882393973
anm106211,anm244025,baseline_subtracted_rate,50,10.0,20,19,0.0573534456858365,13,19,0.0180816650390625,0.1670684814453125,0.036163330078125
anm106211,anm244025,baseline_subtracted_rate,50,10.0,30,19,0.0618128222636151,14,19,0.015972137451171875,0.063568115234375,0.03422600882393973
anm106211,anm244025,baseline_subtracted_rate,50,10.0,50,19,0.0158847815830023,11,19,0.5948867797851562,0.6476058959960938,0.7436084747314453
anm106211,anm244025,baseline_subtracted_rate,50,10.0,100,18,-0.009811712475543324,7,18,0.49507904052734375,0.480682373046875,0.6521739130434783
anm106211,anm244025,baseline_subtracted_rate,50,10.0,250,2,-0.05142430343574234,1,2,1.0,1.0,1.0
anm106211,anm244025,baseline_subtracted_rate,50,20.0,0,19,0.1368126520769369,13,19,0.0061798095703125,0.1670684814453125,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,20.0,20,19,0.1223797095430841,13,19,0.005329132080078125,0.1670684814453125,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,20.0,30,19,0.1332961170991126,13,19,0.012359619140625,0.1670684814453125,0.0308990478515625
anm106211,anm244025,baseline_subtracted_rate,50,20.0,50,19,0.0158847815830023,12,19,0.2753410339355469,0.359283447265625,0.45890172322591144
anm106211,anm244025,baseline_subtracted_rate,50,20.0,100,18,-0.0124515336900238,8,18,0.83172607421875,0.8145294189453125,0.9241400824652778
anm106211,anm244025,baseline_subtracted_rate,50,20.0,250,2,-0.0672924713718695,1,2,1.0,1.0,1.0
anm106211,anm244025,baseline_subtracted_rate,50,30.0,0,19,0.1627356550292969,14,19,0.0033416748046875,0.063568115234375,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,30.0,20,19,0.148734169532066,13,19,0.00823211669921875,0.1670684814453125,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,30.0,30,19,0.1575822234025173,14,19,0.00823211669921875,0.063568115234375,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,30.0,50,19,0.010733797968194599,11,19,0.4180412292480469,0.6476058959960938,0.6521739130434783
anm106211,anm244025,baseline_subtracted_rate,50,30.0,100,18,-0.0209416505104604,8,18,0.83172607421875,0.8145294189453125,0.9241400824652778
anm106211,anm244025,baseline_subtracted_rate,50,30.0,250,2,-0.09375053134909314,0,2,0.5,0.5,0.6521739130434783
anm106211,anm244025,baseline_subtracted_rate,50,40.0,0,19,0.1444526977415275,15,19,0.003917694091796875,0.0192108154296875,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,40.0,20,19,0.1254123084121143,13,19,0.00823211669921875,0.1670684814453125,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,40.0,30,19,0.1614690683449037,13,19,0.00823211669921875,0.1670684814453125,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,40.0,50,19,0.0167439512417854,10,19,0.25792694091796875,1.0,0.45516518985523896
anm106211,anm244025,baseline_subtracted_rate,50,40.0,100,18,-0.0155266369042942,8,18,0.83172607421875,0.8145294189453125,0.9241400824652778
anm106211,anm244025,baseline_subtracted_rate,50,40.0,250,2,-0.11625109158556345,0,2,0.5,0.5,0.6521739130434783
anm106211,anm244025,baseline_subtracted_rate,50,50.0,0,19,0.1395935069697032,15,19,0.002399444580078125,0.0192108154296875,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,50.0,20,19,0.1229970425692137,13,19,0.00823211669921875,0.1670684814453125,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,50.0,30,19,0.1491383290226794,13,19,0.007144927978515625,0.1670684814453125,0.02245122736150568
anm106211,anm244025,baseline_subtracted_rate,50,50.0,50,19,0.071154156564849,11,19,0.06628799438476562,0.6476058959960938,0.12428998947143555
anm106211,anm244025,baseline_subtracted_rate,50,50.0,100,18,-0.01591530289909887,8,18,1.0,0.8145294189453125,1.0
anm106211,anm244025,baseline_subtracted_rate,50,50.0,250,2,-0.10658187192309415,0,2,0.5,0.5,0.6521739130434783
anm106211,anm244028,post_only,10,,0,20,0.00923252956546945,11,20,0.7561664581298828,0.8238029479980469,0.8401849534776475
anm106211,anm244028,post_only,10,,20,20,-0.0008697940638600497,10,20,0.7011814117431641,1.0,0.8401849534776475
anm106211,anm244028,post_only,10,,30,19,-0.005903262051202,9,19,0.9843215942382812,1.0,0.9843215942382812
anm106211,anm244028,post_only,10,,50,19,-0.01565845816163545,8,19,0.8905677795410156,0.6476058959960938,0.9541797637939453
anm106211,anm244028,post_only,10,,100,18,-0.024961414769550848,7,18,0.9661178588867188,0.480682373046875,0.9843215942382812
anm106211,anm244028,post_only,10,,250,3,-0.0928174314796179,0,3,0.25,0.25,0.49809837341308594
anm106211,anm244028,post_only,20,,0,20,0.029164141395006497,12,20,0.24548721313476562,0.5034446716308594,0.49809837341308594
anm106211,anm244028,post_only,20,,20,20,0.037401021865902155,13,20,0.17685317993164062,0.26317596435546875,0.49809837341308594
anm106211,anm244028,post_only,20,,30,19,0.046593380825512294,11,19,0.21011734008789062,0.6476058959960938,0.49809837341308594
anm106211,anm244028,post_only,20,,50,19,0.038010197878541,13,19,0.11337661743164062,0.1670684814453125,0.49809837341308594
anm106211,anm244028,post_only,20,,100,18,0.02889065762054295,11,18,0.28372955322265625,0.480682373046875,0.49809837341308594
anm106211,anm244028,post_only,20,,250,3,-0.0956687218878489,0,3,0.25,0.25,0.49809837341308594
anm106211,anm244028,post_only,30,,0,19,0.0238048628150489,14,19,0.06628799438476562,0.063568115234375,0.49809837341308594
anm106211,anm244028,post_only,30,,20,19,0.0303197752713522,13,19,0.07283401489257812,0.1670684814453125,0.49809837341308594
anm106211,anm244028,post_only,30,,30,19,0.030446515387166,14,19,0.044559478759765625,0.063568115234375,0.49809837341308594
anm106211,anm244028,post_only,30,,50,19,0.0541836004423411,12,19,0.12318801879882812,0.359283447265625,0.49809837341308594
anm106211,anm244028,post_only,30,,100,19,-0.0183424481425196,9,19,0.7380905151367188,1.0,0.8401849534776475
anm106211,anm244028,post_only,30,,250,3,-0.1217673959799138,0,3,0.25,0.25,0.49809837341308594
anm106211,anm244028,post_only,40,,0,19,0.0044194482975804,12,19,0.22532272338867188,0.359283447265625,0.49809837341308594
anm106211,anm244028,post_only,40,,20,19,0.0065654097357755,11,19,0.3524589538574219,0.6476058959960938,0.5035127912248883
anm106211,anm244028,post_only,40,,30,19,0.0146234266598146,13,19,0.24125289916992188,0.1670684814453125,0.49809837341308594
anm106211,anm244028,post_only,40,,50,19,0.0121136245138765,10,19,0.3320655822753906,1.0,0.49809837341308594
anm106211,anm244028,post_only,40,,100,18,-0.041788407674566805,6,18,0.550872802734375,0.237884521484375,0.7185297426970109
anm106211,anm244028,post_only,40,,250,3,-0.097029412356623,0,3,0.25,0.25,0.49809837341308594
anm106211,anm244028,post_only,50,,0,19,0.010607241162423606,10,19,0.3320655822753906,1.0,0.49809837341308594
anm106211,anm244028,post_only,50,,20,19,0.0127672274651798,10,19,0.25792694091796875,1.0,0.49809837341308594
anm106211,anm244028,post_only,50,,30,19,0.005071476333714402,11,19,0.2934989929199219,0.6476058959960938,0.49809837341308594
anm106211,anm244028,post_only,50,,50,19,-0.0018827122806315,9,19,0.70855712890625,1.0,0.8401849534776475
